,artist_name,track_name,track_id,acousticness,danceability,duration_ms,energy,instrumentalness,key,liveness,loudness,mode,speechiness,tempo,time_signature,valence
7961,Death Grips,Feels Like a Wheel,4HMjJWHT5NOTyVmf2KLQXW,0.0167,0.414,141714,0.908,0.0015,9,0.479,-3.96,1,0.286,77.108,4,0.4
7962,Flying Lotus,Tesla,5OxaW0vXDcmPKLOCLRKneT,0.209,0.316,114497,0.927,0.867,9,0.102,-6.045,1,0.0709,169.667,3,0.576
7963,Reykon,Secretos,0ezA5xFPmYbWdlq6LF0juY,0.064,0.645,218227,0.754,0.0,10,0.335,-4.794,1,0.0599,173.965,4,0.822
7964,Rich Homie Quan,Cash Money (feat. Birdman),6mPh4SsQ4i19aA5UDCilqZ,0.0116,0.634,321392,0.607,0.0,4,0.369,-7.069,0,0.128,131.776,4,0.162
7965,50 Cent,Wanksta,7qyNvzfyTZ4AWUmBwQEylJ,0.0215,0.789,218920,0.864,0.0,5,0.105,-3.43,0,0.171,162.073,4,0.894
7966,Future,Covered N Money,73pbvYLtPlT6frmLHAmPV8,0.0293,0.79,215507,0.723,0.0,2,0.137,-3.785,1,0.0455,125.118,4,0.191
7967,Nicki Minaj,Mona Lisa,2TycrcFStEfEs2vfFGtvza,0.912,0.625,208267,0.435,0.00473,1,0.0742,-10.241,1,0.0324,93.922,4,0.344
7968,Rich Gang,Milk Marie,2OCj79BJYRaKXbPNZUSWr0,0.0327,0.754,193881,0.485,0.0,1,0.0903,-9.616,1,0.395,95.895,4,0.633
7969,Andy Mineo,Death of Me,1wrpmlB1EkIQya6MUVmRVk,0.282,0.809,275760,0.82,0.0,8,0.0786,-4.279,1,0.11,124.031,4,0.428
7970,Voltio,Chulin Culin Chunfly - Street Mix,662P0pUCU74oTJRanRokDi,0.146,0.824,221173,0.79,0.0,7,0.356,-6.943,1,0.169,92.004,4,0.727
7971,Bladee,Ebay,6FgLKwtCltkSIqXYpbtbKy,0.00382,0.524,224017,0.555,4.34e-05,5,0.14,-9.492,0,0.0328,104.002,4,0.248
7972,C-Trox,Smoke Rings (feat. Klouds),2CaAcmk4NwKHtKkJ7SZIVq,0.00454,0.481,214286,0.673,0.000392,7,0.0597,-7.766,1,0.213,140.119,4,0.277
7973,Rob Sonic,Jesus Christ Super Tramp,474J73F4x7kvmYSmLeALnU,2.09e-05,0.433,213067,0.916,0.00081,9,0.281,-5.945,0,0.113,84.875,4,0.475
7974,G-Unit,Come Up,7c9rak8KYDwQnW6S6ytZTc,0.0987,0.802,216627,0.843,0.0,8,0.0603,-3.116,0,0.262,97.917,4,0.82
7975,Starlito,She Just Want The Money,5ydagVeRIcBx508SlPfWah,0.0992,0.729,266913,0.705,0.0,5,0.345,-6.141,0,0.344,126.041,4,0.428
7976,G-Unit,I Don't Fuck With You,1lnPwGXiXnYwUp0Nd6izON,0.284,0.712,202674,0.839,0.00146,0,0.178,-4.934,1,0.336,139.896,4,0.596
7977,Young Dolph,Choppa on the Couch,4y2YArK92kphqmOz36mB2B,0.0105,0.776,188029,0.585,0.0,1,0.161,-6.521,1,0.201,137.935,4,0.512
7978,Xavier Wulf,East Memphis Maniac,3gnfYD3HzIkAlmi1na0CAS,0.00141,0.833,154227,0.339,9.9e-05,8,0.111,-11.207,1,0.0767,127.985,4,0.253
7979,Los Buitres De Culiacan Sinaloa,Tengo Novia,7wCfVYFZ9Bd09I33DMdCBS,0.174,0.836,177907,0.863,2.96e-06,7,0.0637,-4.088,0,0.0333,115.052,4,0.806
7980,Kid Ink,Rollin',58HwS21miL7EmTcq3gpEYJ,0.0251,0.74,193533,0.547,4.7e-06,5,0.1,-8.967,1,0.322,179.891,4,0.733
7981,Wiz Khalifa,All Day - WWE 2K15 Version,5WRy2fFDJWL6XB8kwaakez,0.0345,0.641,239693,0.806,0.0,4,0.282,-4.258,0,0.0516,123.053,4,0.406
7982,Social Club Misfits,Cops,47FsMTW5ZMXsnCwYjfR5i4,0.00284,0.669,175093,0.897,1.32e-05,1,0.139,-4.487,1,0.453,128.196,4,0.699
7983,Karma Kid,Like I'm on Fire - Kartell Remix,3ipwa1I4I5IZ1RKrxsxBhl,0.0491,0.831,308293,0.391,0.622,5,0.0604,-11.88,0,0.0562,123.001,4,0.24
7984,Jez Dior,Leather,5JKJWWB7aYhFWtRMwqrCCk,0.0058,0.723,177482,0.628,1.7e-06,0,0.134,-7.908,1,0.0548,127.973,4,0.221
7985,Tedashii,Chase,2hdceAkBuhOW6el04UnWvT,0.812,0.466,209040,0.421,0.0,0,0.113,-8.01,1,0.0506,141.603,4,0.547
7986,Ryan Caraveo,Theme Song,7qI8bJSvVL0A3K1FN1kN1T,0.186,0.77,206666,0.561,3.06e-05,1,0.0756,-6.86,1,0.356,169.978,4,0.505
7987,Trey Songz,Foreign,2xdmZ251oKmUnvk9gyAYPi,0.0236,0.745,249000,0.63,0.0,5,0.102,-7.473,0,0.124,123.924,4,0.65
7988,Pell,The Never (feat. LV Baby),1klDxguZO5yyksZzmdCDK7,0.0357,0.812,300426,0.704,0.0,2,0.347,-6.625,1,0.0586,141.024,4,0.496
7989,WizKid,In My Bed,4yFQ8dqrFKghN8uGfQoUca,0.00424,0.851,230558,0.77,0.0,11,0.0342,-5.667,0,0.0486,125.006,4,0.658
7990,Russ,90s Babies (feat. Bugus),5OG9RaTkIPhbE1nKy5oi72,0.393,0.736,171259,0.821,2.64e-05,6,0.117,-7.242,0,0.394,150.137,4,0.323
7991,KB,Doubts,5I1rMJJ3iiUZzoTVjmXF9S,0.394,0.66,202499,0.732,0.0,6,0.0722,-5.752,1,0.114,139.908,4,0.599
7992,Fabolous,You Made Me,2o8a6Xk5boyWHcptQyP8kd,0.00387,0.511,250053,0.85,0.0,2,0.252,-3.804,1,0.0714,84.905,4,0.115
7993,Grupo Exterminador,La Jefa,1xwc68G457bO1nzDmbJF8U,0.549,0.795,228707,0.766,1.14e-06,7,0.141,-6.097,1,0.177,120.039,4,0.875
7994,Big K.R.I.T.,Mo Better Cool,06T9MOtJOBeweVn8DJCv0y,0.039,0.621,285373,0.81,0.0,1,0.179,-5.546,1,0.328,110.709,5,0.419
7995,clipping.,Get Up,7lZseGwTEnscFeuijNpsjY,0.0323,0.883,176396,0.566,0.0,9,0.0708,-7.427,1,0.143,119.982,4,0.766
7996,Death Grips,Government Plates,3htN64gZIqez4hp16ogZWN,0.0047,0.324,162025,0.968,0.079,2,0.709,-4.882,1,0.268,111.679,3,0.202
7997,¡MAYDAY!,Tabletops,3sLcImBfpQCTwhgVGOpKBl,0.00602,0.806,166200,0.726,0.0,1,0.0626,-4.312,1,0.194,140.04,4,0.559
7998,The Grouch,Good Man,4negWM6KqpB5RN2bsmKkgw,0.173,0.565,344715,0.764,0.0,7,0.373,-6.345,1,0.31,83.628,4,0.495
7999,Cities Aviv,URL IRL,7zgGrCPf90ofUqWmROtm2w,0.00149,0.471,134896,0.987,0.0,8,0.0643,-2.864,1,0.19,130.035,4,0.379
8000,Gnarls Barkley,Crazy - Live from the Basement,6mS23RjnqRWF9Jcr38dr7P,0.65,0.78,295504,0.289,0.00182,0,0.089,-9.811,0,0.0513,136.35,4,0.108
8001,Trip Lee,Rise,6AZS9uQvKhBfdZ9VVTxchA,0.624,0.645,199160,0.727,0.000642,4,0.222,-6.725,0,0.258,139.981,4,0.345
8002,BONES,TheNoiseInsideMyHead,4r3FxrZDfDqaGqeHdhSluA,0.551,0.625,161567,0.429,0.0142,1,0.362,-14.041,1,0.0914,106.997,4,0.073
8003,Bladee,Unreal,5Tq6O7JJPA1aHkWeik1XeF,0.369,0.539,132025,0.569,0.11,3,0.328,-9.645,1,0.0423,120.025,4,0.387
8004,Wisin,Yo Quiero Contigo,6YruoLKTjTVLSSg2c9rUox,0.196,0.769,235545,0.846,1.13e-06,1,0.263,-4.686,1,0.145,84.009,4,0.697
8005,Jeezy,Black Eskimo,7LKaiOfgTAi3VcHUWAH8RC,0.208,0.775,125973,0.686,0.0,9,0.669,-6.329,1,0.0479,103.982,4,0.354
8006,Future,How Can I Not (feat. Young Scooter),3LRdrJky4qhRp8HiyY9mWL,0.327,0.802,238720,0.701,0.0,1,0.226,-3.303,1,0.0433,123.962,4,0.309
8007,Russ,Purple,0JoT9l8CardKLZ0lPWrSbE,0.292,0.812,194116,0.653,0.000259,6,0.183,-10.716,0,0.0941,140.922,4,0.404
8008,Freddie Gibbs,Knicks Remix,3ibqGOUMDAkxiEfrafX2ao,0.0854,0.478,288197,0.564,0.000336,1,0.161,-11.873,1,0.308,178.767,4,0.587
8009,Timaya,Mind over Matter (feat. D'banj),0O7UTuyxkoqTreqgognjvR,0.17,0.772,190877,0.873,0.0,9,0.135,-6.741,0,0.119,102.94,4,0.85
8010,Voltio,Chevere,3qYZayDfMUdHzUa7DNaMh1,0.14,0.805,225800,0.713,0.000109,11,0.145,-6.78,0,0.134,91.983,4,0.776
8011,D12,Bane,0Dv11yH15997TnjVoPJSFA,0.0398,0.829,264440,0.849,3e-06,6,0.0988,-3.602,1,0.326,167.036,4,0.609
8012,Apollo Brown,Please Don't Let Me,1At8mBpoFdf7rfQkuE8497,0.0331,0.478,223522,0.809,4.41e-05,6,0.477,-6.802,1,0.474,84.999,4,0.532
8013,Tedashii,Paradise,2YU3XLmgSLeIxDcUPw3BE5,0.159,0.47,220350,0.734,0.0,5,0.0941,-5.671,0,0.498,193.92,3,0.235
8014,BADBADNOTGOOD,CS60,4NGvbNDRRkWWAJwXWs58Lz,0.122,0.54,412984,0.725,0.84,0,0.119,-6.905,0,0.0448,135.692,4,0.175
8015,Body Count,"Talk Shit, Get Shot",2rsho1vI3L5o65QOjM5Mwx,0.00235,0.455,227147,0.993,0.0,3,0.149,-1.952,0,0.293,175.004,4,0.384
8016,Omar LinX,Black Rose,6Vbbekyf0uSGMrAbiphsih,0.404,0.551,281728,0.696,0.0,2,0.109,-7.574,0,0.236,145.236,4,0.323
8017,Shy Glizzy,Celebration (feat. Bobby Shmurda),0oK1clqID22txZE35vdCMm,0.0194,0.819,214480,0.735,0.0,6,0.164,-5.016,0,0.109,126.083,4,0.735
8018,Noel Torres,El Tiempo Contigo,0dYSLmEnjSQIaXFoSAVXRB,0.579,0.583,162320,0.786,5.93e-05,5,0.234,-3.169,1,0.0377,145.815,3,0.883
8019,Sage Francis,Blue,6I8AFb9oJief0WwboYMYOz,0.674,0.592,224040,0.476,1.79e-06,4,0.119,-12.094,1,0.0848,82.749,4,0.606
8020,Bluejuice,Vitriol,5Qk1mCqD5rUiWK2p1XABG4,0.00313,0.562,149387,0.94,0.0,8,0.0433,-3.786,1,0.0794,170.057,4,0.964
8021,Kid Ink,Tattoo of My Name,4G6CjiLNKP3ZaexxCodMj0,0.0251,0.801,208840,0.749,0.0,2,0.108,-4.66,1,0.0438,131.999,4,0.846
8022,Xavier Wulf,Armor Woe,0w8jJRXo2kKD4OjlJpsHni,0.268,0.786,167967,0.41,3.66e-05,11,0.0805,-6.767,0,0.0621,128.998,4,0.276
8023,Fabolous,Cinnamon Apple,5ikpCDV1HtP6HUxIj8lr5L,0.244,0.761,192893,0.752,0.0,6,0.605,-3.364,1,0.284,81.061,4,0.676
8024,BONES,TroubledYouth,3WUv8MAZ7PWkcZAC6eeWss,0.428,0.689,52062,0.4,0.209,1,0.131,-8.391,1,0.0278,74.739,4,0.284
8025,Yo Yo Honey Singh,Desi Kalakaar,7m4CgL81VVIHaaiSxyH922,0.0796,0.751,253353,0.67,0.00018,0,0.0908,-4.587,1,0.267,156.062,4,0.766
8026,Scarlet Pleasure,Windy,5XdZfQ9TKrIgCS79wOkLRd,0.0474,0.773,205984,0.567,0.0,1,0.109,-7.427,0,0.0537,98.982,4,0.424
8027,J.K. The Reaper,Tumblr Pussy,0Dnfx16qU1LwHT2jhDXClf,0.102,0.764,213055,0.652,0.0,1,0.316,-10.416,1,0.275,109.967,4,0.29
8028,Grupo Exterminador,El Asesino Enhiervado (El Ondea'o),0bWibmePXrfSEIggs22gxn,0.0746,0.88,217693,0.749,0.001,9,0.0934,-7.027,1,0.0452,105.048,3,0.915
8029,Rick Ross,Walkin' On Air,50yg2L61dxW0BDF5Akl1Cz,0.0132,0.558,268507,0.706,0.0,11,0.577,-5.349,0,0.124,74.872,4,0.296
8030,Ice-T,The Girl Tried to Kill Me - 2014 Remaster,4kBL7p6CKgPji39Q45R5XG,0.0321,0.752,250413,0.96,1.56e-05,8,0.325,-6.243,1,0.186,93.463,4,0.525
8031,Ab-Soul,Stigmata (feat. Action Bronson & Asaad),00J9vZho2XKyAkwIC2eChU,0.0423,0.536,228435,0.781,0.0,9,0.161,-7.572,1,0.11,140.439,4,0.301
8032,Princess Nokia,Young Girls,18E3SXZ5IawtrGbbzMwXED,0.647,0.363,180107,0.618,0.0,8,0.672,-11.981,0,0.364,90.322,4,0.599
8033,Bas,Your World,7uCUl3IqW3b66QrdDvKu7v,0.27,0.535,180480,0.812,5.7e-06,11,0.246,-6.67,0,0.311,120.272,5,0.309
8034,Mick Jenkins,Who Else,04WJmf4d2ADuuCqsL9crYf,0.323,0.454,215891,0.844,0.0,5,0.239,-5.589,0,0.411,95.27,4,0.551
8035,Subculture Sage,1=1=1,7ciaJIGCyZ8Xky1DQvZg0l,0.438,0.725,261834,0.441,0.000801,0,0.117,-9.709,1,0.0906,78.996,4,0.253
8036,Cryptic Wisdom,Talking to Myself,24pjeGewO2xblc1JUl6K9B,0.0388,0.6,203520,0.604,0.000163,0,0.12,-8.31,1,0.0412,83.002,4,0.594
8037,Xavier Wulf,Chin Up,77BlDalyvVF3JH0aOxxUEZ,0.0246,0.678,182335,0.571,0.000626,7,0.0833,-8.363,1,0.0316,119.983,4,0.079
8038,Snak The Ripper,Don't Leave,6GoNSKDv6eKxuHxn2Zcr9o,0.0163,0.584,158278,0.877,0.00437,5,0.272,-5.63,0,0.127,84.946,4,0.342
8039,Hail Mary Mallon,Krill,39OkoVs1KiZWMKn8ViqIqh,0.0285,0.518,190413,0.752,0.471,10,0.145,-7.061,0,0.287,133.341,5,0.826
8040,Kid Ink,The Movement,1gbJ3A4nsRqDnkXYvZAsrG,0.0203,0.678,211120,0.74,0.0,11,0.33,-5.192,0,0.156,128.485,4,0.589
8041,Lil Wayne,Start A Fire,4OdBDyS3MdninYCisva6ZN,0.0118,0.661,233147,0.85,0.0,1,0.486,-4.678,0,0.156,95.064,4,0.632
8042,Lecrae,Anomaly,6zbVpV65DfALFlExwXRvvv,0.196,0.652,149987,0.695,0.00116,4,0.143,-7.263,1,0.0454,128.966,4,0.285
8043,YG,If I Ever,2LA3KHJyZptT1jxXZoo0L5,0.00238,0.757,222987,0.637,0.0,4,0.263,-5.443,0,0.135,97.486,4,0.538
8044,Rick Ross,Burn,4sIPASyIPbIyUr7kxM1S7H,0.0117,0.738,315040,0.577,0.0,1,0.677,-6.902,1,0.367,146.987,4,0.606
8045,Chief Keef,Chief Keef - Love No Thotties,7dGqos0HREq3Bt4FMObuB0,0.359,0.342,199747,0.922,0.0,9,0.494,-4.344,0,0.279,90.375,5,0.634
8046,Machine Girl,Ionic Funk (20xx Battle Music),030P8TlYOCnU4qyAQwjESc,5.9e-05,0.376,274077,0.968,0.666,7,0.32,-4.349,1,0.155,121.852,3,0.388
8047,Porta,La Primera Vez,1S2bUnBoe2RvVOHvX6GJiK,0.487,0.649,252373,0.907,0.0,6,0.0852,-4.133,1,0.332,75.934,4,0.615
8048,Porta,Tras el Cristal,1yqmR0YNst57gEarO4I2U9,0.586,0.696,233773,0.961,0.0,5,0.218,-4.222,1,0.197,87.016,4,0.936
8049,Chuuwee,Above It All,3mrMThWJznIacMeybvyF0U,0.202,0.78,254459,0.517,0.0,1,0.0976,-9.496,1,0.457,120.021,4,0.247
8050,Bladee,Safehouse,0hMQpWxzrCfkvd8tvXKm0Q,0.107,0.565,162025,0.751,6.03e-05,1,0.0709,-6.175,0,0.0333,94.032,4,0.566
8051,Ghostface Killah,Love Don't Live Here No More,66W20bVWDYn80xUNKY7S5i,0.478,0.559,228117,0.751,0.0,5,0.206,-5.864,1,0.395,85.481,4,0.458
8052,Will Smith,Gettin' Jiggy Wit It,2Hfgglzn4AdmKcVv0s0AiS,0.0196,0.877,227827,0.821,4e-06,6,0.187,-6.966,1,0.141,107.889,4,0.858
8053,Grupo Exterminador,Chilango Ciento Por Ciento,4PUhE8Blv6Xok343qIotT0,0.493,0.845,185613,0.726,0.0,9,0.371,-4.813,1,0.121,112.308,4,0.905
8054,Army Of The Pharaohs,Terrorstorm,3JrazVKF6rCU8QX3RCOlvv,0.00062,0.472,303506,0.771,0.0,1,0.493,-5.651,1,0.216,89.649,4,0.634
8055,Rick Ross,Blessing In Disguise,1g2Jb7I69OzIvFMUXQ2R2X,0.0432,0.355,296027,0.704,0.0,10,0.118,-5.964,0,0.322,68.615,4,0.51
8056,Spillage Village,"The Curve (feat. J.I.D, EARTHGANG)",47DHa7huiZJjoIOBFetAeQ,0.0959,0.673,318213,0.754,0.0,7,0.328,-7.694,1,0.32,149.203,4,0.727
8057,Zebra Katz,Tear the House Up,2niTP3UJywDtTQj6dP1axR,0.0686,0.935,280645,0.712,0.23,5,0.325,-5.343,0,0.115,124.004,4,0.45
8058,SD,Obsessed,39oJsRpvjqyYou3P3ZOpna,0.00876,0.692,197095,0.666,0.0,2,0.168,-6.641,1,0.0453,137.983,4,0.301
8059,Grieves,Whoa is Me,2gf6qYVAwM1OqK0XvtCu5K,0.269,0.845,161400,0.485,0.0,8,0.127,-7.841,1,0.238,85.003,4,0.609
8060,Jeezy,Beautiful,1XN2o54bs73TN5s96APmfc,0.0914,0.538,342360,0.773,0.0,5,0.127,-5.46,0,0.271,76.022,4,0.39
8061,Noel Torres,Al Frente y de Frente,4T9Bw1b9WTFrsIEYrLOE6M,0.489,0.715,189440,0.895,0.0,5,0.14,-3.007,0,0.12,117.909,1,0.927
8062,Russ,All My Angels,6KDXdvYjrWjHBrGY3vtmGm,0.244,0.768,137744,0.695,1.17e-06,10,0.108,-9.166,0,0.375,129.03,4,0.498
8063,Dillon Chase,BDFFRNT (Saved from Conformity),6i0cI87pg1qUDZjHbdagms,0.445,0.553,264665,0.704,0.0,6,0.189,-7.338,0,0.289,124.738,4,0.211
8064,King Chip,Old English,3AV73x3dttUZfwGVpMkobg,0.182,0.385,202684,0.526,0.000102,2,0.137,-9.266,1,0.149,179.461,3,0.0548
8065,Gucci Mane,Banger,5AI8xaWVxEWs9LQkyF317Z,0.0402,0.755,196448,0.79,0.0,1,0.0692,-6.032,0,0.236,129.794,4,0.633
8066,Montana of 300,All I Ever Wanted,5Ndmympoip5q6lUYgX2MKf,0.282,0.545,260509,0.788,0.0,8,0.0927,-3.455,0,0.0538,143.917,4,0.76
8067,MC Davo,Me iré,6CSexH4aNAaHWVyetH747g,0.101,0.616,198120,0.536,0.163,4,0.111,-11.402,0,0.0604,139.935,4,0.0671
8068,Psymun,Blind (feat. Spooky Black & Bobby Raps),0Y3lmI2xyEOjJXld4zEo5y,0.703,0.621,214627,0.404,0.000243,2,0.102,-10.847,1,0.162,82.602,4,0.106
8069,Michael Christmas,Michael Cera,3lllYjOT1th5hm23W8JJct,0.515,0.736,185218,0.567,1.48e-05,5,0.153,-8.383,0,0.319,158.138,4,0.631
8070,Myke Bogan,The Anthem,6fW5spjBKrpBFI2mhvMvh5,0.669,0.732,214721,0.571,0.0,3,0.493,-9.056,0,0.442,119.642,4,0.506
8071,Migos,All Good,7saGbTF3jtZy6JUMF3PHdF,0.0909,0.794,259222,0.628,0.0,4,0.106,-11.435,0,0.343,99.813,4,0.565
8072,Dizzy Wright,Reunite For The Night,1jNtXwQFwxfo5PmueZxMNi,0.193,0.71,231028,0.789,0.0,1,0.0843,-5.879,1,0.199,107.096,4,0.697
8073,Social Club Misfits,Coogi Sweater,4xfIjQJEPahY6qxrDYHmcq,0.128,0.761,273440,0.628,0.0,10,0.787,-8.277,0,0.284,94.989,4,0.314
8074,King Lil G,Love Kills,6cSAmuLCLTwNQx3kGseYkP,0.743,0.756,225200,0.641,0.0,10,0.101,-7.883,1,0.219,130.029,4,0.534
8075,Getter,Dubstep Is Dead,2lK2CqSAHK6QkdQOvk3vFJ,0.000453,0.648,337714,0.968,0.759,11,0.687,-6.157,0,0.0965,140.016,4,0.0906
8076,Xavier Wulf,I Say High and Bye,6VvhtZPsz4HDvDV3v8uAsY,0.258,0.473,187429,0.562,4.96e-05,3,0.0814,-7.83,1,0.0399,115.003,4,0.153
8077,Ab-Soul,Kendrick Lamar's Interlude,6i45eLXuFCXNAXzTpnzwCr,0.153,0.435,299577,0.785,0.0,1,0.438,-6.892,1,0.195,121.577,4,0.356
8078,Ab-Soul,Feelin Us (feat. Jay Rock & Ravaughn),6LtBXCsXWgiYTRhu2HaMqX,0.126,0.839,309793,0.512,5.78e-06,7,0.0962,-9.963,1,0.102,132.02,4,0.536
8079,Jaden,Electric,3g9tfiXbt0vNArKuBVea0U,0.0804,0.766,221007,0.53,0.0671,0,0.159,-9.722,1,0.123,108.042,4,0.271
8080,Sir Michael Rocks,Bussin',3Nk5di6GP8rxkgs3WzG3eS,0.000433,0.763,264750,0.648,0.0,1,0.0831,-5.569,1,0.228,77.013,4,0.44
8081,Seth Kay,W S U P,4mctdoq0qUxiwObKITLl5I,0.119,0.752,300000,0.625,0.0,7,0.102,-5.928,1,0.163,119.934,4,0.204
8082,Dharius,El After Porky,0floU1nPyzIRi2QaEvm4Bu,0.00463,0.688,223627,0.904,0.0,0,0.303,-5.348,1,0.0521,105.005,4,0.517
8083,Chris Webby,So Eazy,4CeCVEQCnoVPOuFdakeX83,0.127,0.588,211773,0.749,0.0,10,0.234,-3.579,0,0.435,82.234,4,0.76
8084,D'Angelo,Back to the Future (Part II),0BcLpX66X5fTdBSnsCMFyP,0.131,0.872,144813,0.527,0.000122,2,0.153,-8.24,1,0.402,95.212,4,0.624
8085,Mustard,No Reason,6JEUAD43qMV2xA1zRNCASy,0.0237,0.872,211240,0.723,0.0,0,0.0767,-8.411,0,0.109,100.036,4,0.515
8086,Yo Yo Honey Singh,Love Dose,1QZRCi2Z1DQQaR6bGAzhtN,0.256,0.843,224444,0.768,0.0,11,0.614,-4.554,0,0.117,139.998,4,0.662
8087,Lil Rob,Soy Chingon,0NkzRU2fkiNgEKViLycBJX,0.377,0.623,325799,0.68,0.0,0,0.405,-9.925,1,0.368,167.971,4,0.538
8088,Wu-Tang Clan,A Better Tomorrow,3JJU9BP2zRFdXpVA7r0gby,0.189,0.546,264440,0.765,0.0,3,0.121,-5.358,0,0.213,95.037,4,0.461
8089,Voz De Mando,Aguila del Desierto,3n8PWVcf2QyyWFwapg1J8O,0.311,0.938,186224,0.751,0.00019,7,0.0613,-6.758,1,0.053,111.465,3,0.959
8090,Atmosphere,Fortunate,5JwoqFbe7EM7rgMszximRB,0.128,0.706,216093,0.575,0.0,11,0.119,-5.971,1,0.141,80.971,4,0.723
8091,Nicki Minaj,Put You In A Room,1DTvFaODnUMWXuLHS2Qa09,0.101,0.68,180480,0.612,0.00598,11,0.586,-7.173,1,0.0979,129.927,4,0.439
8092,Atmosphere,Flicker,3x3EJxrp29tiIJzbiKOv82,0.0993,0.641,285853,0.809,0.0,10,0.155,-4.983,1,0.033,88.05,4,0.364
8093,Yung Lean,Sunrise Angel,3ctY3LpgJUG8KMY18nBWsJ,0.135,0.543,179973,0.657,0.0,7,0.107,-7.793,1,0.0639,127.948,4,0.124
8094,Lil Wayne,Gotti,26i8eyzdTjQnuOBbYI8ctD,0.00328,0.649,281840,0.558,0.0,0,0.0934,-4.528,0,0.104,145.959,4,0.0836
8095,Slaughterhouse,Y'all Ready Know,7l3sjaDdNLDZ8paYkwgIot,0.388,0.717,231307,0.854,0.0,0,0.669,-3.103,1,0.293,95.017,4,0.655
8096,LSP,Номера,5M2su06vvCxNYWkYktVmwC,0.391,0.537,239622,0.51,0.0,0,0.325,-6.524,1,0.0422,139.762,4,0.304
8097,Iggy Azalea,Walk The Line,7rxxROM7x948jnVwD0ORVN,0.266,0.621,218481,0.899,0.0,7,0.279,-6.139,1,0.22,149.855,4,0.742
8098,Rick Ross,Coke Like The 80's,4JkzP7N8shATBOu7MbWqUS,0.00469,0.863,288347,0.731,0.0,8,0.44,-6.413,0,0.154,129.972,4,0.375
8099,Rick Ross,Blk & Wht,7sR1tVShZYHojzbhZxlMcb,0.00594,0.742,239613,0.759,0.0,8,0.119,-5.61,0,0.0548,149.997,4,0.65
8100,Lil Durk,Party,0GmKPT3RhkchWG2mfOdW9W,0.16,0.741,213156,0.684,0.0,8,0.288,-3.224,1,0.107,136.028,4,0.206
8101,King Lil G,Can't Relate,5S0Nkf096XXYHW1FZ47hWj,0.0506,0.68,170067,0.746,0.0,7,0.376,-5.814,1,0.284,163.992,4,0.58
8102,Cosculluela,Santa Cos,0CJXFitqCbyYF8IHgoJRS3,0.172,0.657,386560,0.56,0.0,10,0.157,-7.728,0,0.297,86.846,4,0.485
8103,Jackie Hill Perry,The Solution,4m2H8u1tXCqgrJFCIPL67U,0.328,0.454,410505,0.755,0.0,0,0.312,-5.538,1,0.412,168.63,1,0.18
8104,Kodak Black,Better Days,2iTtYC8SIxz6KJNxwtyw3z,0.0458,0.694,300748,0.872,0.0,9,0.0672,-6.795,0,0.22,92.023,4,0.553
8105,Big Freedia,N.O. Bounce,6lhJ2gqFhXCSdUbqByfCyd,0.019,0.695,246521,0.94,0.8,7,0.623,-2.935,1,0.127,100.262,4,0.345
8106,Sage The Gemini,Down On Your Luck,75v49a9wVHYjQMKFF7puaK,0.00295,0.741,136307,0.647,4.95e-05,10,0.811,-4.826,0,0.0293,132.963,3,0.21
8107,Lecrae,Non-Fiction,57x71WEUS7vx2vHrjBTU8r,0.343,0.59,242608,0.754,0.0,6,0.201,-6.618,1,0.361,180.298,4,0.615
8108,G-Unit,Watch Me,5dDmdhFtIWobaPbqJjZEeK,0.126,0.758,202801,0.813,0.0,7,0.155,-4.08,1,0.118,82.481,4,0.331
8109,WizKid,Jaiye Jaiye (feat. Femi Kuti),2gRzl3pbDoFoHfzRsmkQhf,0.24,0.646,246127,0.978,0.0,9,0.11,-2.663,0,0.0602,118.004,4,0.789
8110,Iggy Azalea,Black Widow - Vice Remix,0eMmwSfos94bIabNba0fGm,0.0416,0.654,219629,0.959,0.00222,11,0.0993,-2.001,1,0.0787,183.923,4,0.961
8111,Jelly Roll,Loser,3yFHKz4gm8QwkqzxYwi6GW,0.15,0.611,178627,0.857,0.0,11,0.108,-5.582,0,0.154,87.272,4,0.347
8112,Omar LinX,Dosey Doe,1yegrgdqJjgJ35b8qG2003,0.305,0.797,182059,0.692,0.0,7,0.0839,-5.477,1,0.119,128.939,4,0.543
8113,Russ,Devil In Her Heart,0uGrN0gvfUwggojauUexgw,0.287,0.605,155141,0.36,0.000346,6,0.633,-10.749,1,0.392,128.241,4,0.434
8114,Felly,Slip,5GgBnfdaPp70HOMiM8yJVn,0.704,0.754,159474,0.391,0.0,6,0.113,-9.937,0,0.338,111.809,4,0.46
8115,Childish Gambino,3005 - Friction Remix,45FFYFV4yqdH1WJb5ooR1K,0.00114,0.554,268973,0.881,0.000474,6,0.0465,-4.171,0,0.0427,173.998,4,0.544
8116,SMO,Down in the Backwoods,5hJW27JJMnf4EMp9fuTbV7,0.015,0.682,170413,0.73,0.0,2,0.48,-7.972,1,0.185,85.006,4,0.771
8117,Boogie Down Productions,My Philosophy,79rl4Y3cgPhLKDtzW7zpVZ,0.0576,0.88,337080,0.978,0.0,4,0.386,-5.103,0,0.227,94.009,4,0.692
8118,Zion & Lennox,Yo Voy,4riu4aBQtqszCfyX2dbF7d,0.0694,0.793,231840,0.747,0.0,7,0.0828,-4.854,0,0.165,95.036,4,0.57
