,artist_name,track_name,track_id,acousticness,danceability,duration_ms,energy,instrumentalness,key,liveness,loudness,mode,speechiness,tempo,time_signature,valence
146,Cartel De Santa,Traficando Rimas,2B7crrdW4svDILuMtRSvNg,0.0348,0.715,275480,0.716,1.14e-05,8,0.534,-5.338,0,0.215,174.026,4,0.804
147,The Roots,The Fire,1iP5UMdOsGz6EdltGbbcb7,0.177,0.67,221067,0.956,3.65e-05,1,0.726,-4.381,1,0.16,173.966,4,0.337
148,Drake,The Resistance,0llA0pYA6GpGk7fTjew0wO,0.822,0.547,225360,0.741,0.0,0,0.117,-8.127,1,0.163,82.589,4,0.637
149,Luniz,I Got 5 On It,7vfvZp6KZJpxiaW6rI9ieM,0.193,0.583,253533,0.692,0.0,10,0.121,-7.932,0,0.362,174.141,4,0.595
150,Eminem,Untitled,44ut2KJnt0HQMnUaMlDv9W,0.34,0.857,194440,0.841,0.0,11,0.161,-2.839,1,0.103,112.023,3,0.74
151,Mac Miller,Outside,3O4d6DrxBDBgPxel0ANiHE,0.00658,0.434,217285,0.854,0.0,7,0.367,-3.779,1,0.14,81.302,4,0.269
152,Wiz Khalifa,Still Blazin,7brXjvggoqqbXX7W4hRPjZ,0.00406,0.627,206651,0.857,0.0,6,0.854,-4.267,0,0.289,144.22,4,0.673
153,Yelawolf,I Just Wanna Party,2A7ZlQRIhZhsJC7bk7hGNB,0.00816,0.785,311773,0.566,9.05e-05,1,0.799,-8.488,1,0.438,160.01,4,0.611
154,Nicki Minaj,Save Me,0rhhhXNF2nNxg5PbG7fS3v,0.553,0.446,185413,0.729,0.0176,1,0.159,-6.13,1,0.121,82.969,4,0.596
155,Kid Cudi,Don’t Play This Song,09ZeNJ09kGQDdlvdPJ2Vfd,0.896,0.624,222893,0.628,0.00808,4,0.342,-7.719,0,0.0434,137.919,4,0.487
156,Yelawolf,Trunk Muzik,5siN7pZMRXaTQD61g1F3qD,0.0106,0.662,221187,0.72,0.0392,1,0.0499,-9.242,1,0.12,135.253,4,0.0789
157,Mac Miller,Good Evening,4mct0q2LFayahb3ZNplTls,0.0496,0.532,243067,0.78,0.0,8,0.363,-6.47,0,0.426,115.509,5,0.685
158,Janelle Monáe,Tightrope (feat. Big Boi) - Big Boi Vocal Edit,1ljzHUgt2SU2ADkhfa9eBC,0.0302,0.641,262587,0.673,0.000868,5,0.219,-10.72,0,0.0918,167.978,4,0.644
159,Kid Cudi,The End,69D34snjPbZYGNwmIjmsZG,0.194,0.63,260573,0.773,0.0989,9,0.111,-6.217,1,0.12,158.006,4,0.446
160,Don Omar,Hooka,0BenZn1xELuxhb7Pjwyjxv,0.0373,0.73,237973,0.863,0.0,1,0.491,-5.082,1,0.154,170.014,4,0.818
161,Talib Kweli,"Just Begun (feat. Jay Electronica, J. Cole and Mos Def)",4lHN90buToyId0wJsdl7ij,0.263,0.629,227373,0.787,0.0,7,0.357,-5.623,1,0.376,85.698,4,0.713
162,Eminem,You’re Never Over,1v54pVfqtSC7KbTu2C2pnM,0.0193,0.691,305680,0.96,0.0,4,0.0626,-1.616,1,0.198,157.02,4,0.645
163,Cartel De Santa,El Hornazo,1OVQPo2Judn56c8VnUW9dT,0.104,0.824,250773,0.657,0.0,0,0.17,-6.782,1,0.228,89.032,4,0.82
164,Gorillaz,Some Kind of Nature (feat. Lou Reed),4M88Wd7Aps5LGRWMOC7gSH,0.115,0.769,179867,0.75,0.0208,10,0.0909,-5.092,1,0.0304,97.229,4,0.942
165,Lloyd Banks,Start It Up,37qcaCXw7TlBsDD5BgDoCf,0.0935,0.446,289520,0.87,0.0,1,0.437,-4.683,1,0.318,161.79,4,0.438
166,Drake,Thank Me Now,3cBUv0RIoEyAm2b7qimEY6,0.282,0.495,328573,0.772,0.0,8,0.119,-4.851,1,0.425,71.295,4,0.748
167,C-Murder,Down For My Niggaz,6SSJcmQgBEvHqqCivyVfqG,0.0475,0.821,225373,0.856,0.0,6,0.347,-3.172,0,0.266,91.023,4,0.533
168,Kendrick Lamar,Ignorance Is Bliss,53mCo1wDJ12iZNq9LgIeg2,0.511,0.644,210495,0.801,8.59e-06,7,0.614,-4.55,1,0.387,82.156,4,0.764
169,Plies,Becky,5pZupzhQ1KAq8sFtFxS3nG,0.0649,0.568,200795,0.605,0.0,1,0.0404,-5.944,1,0.202,99.764,4,0.848
170,Gorillaz,Doncamatic (feat. Daley),7twVmetQlugzgUqdMNjdJ4,0.0903,0.893,202067,0.48,0.0,9,0.102,-5.493,1,0.056,123.98,4,0.968
171,8Ball,Life Goes On,6CBxNLo7JvgfexIvv0y8kN,0.00893,0.552,321613,0.499,0.0,1,0.297,-7.7,0,0.387,122.089,4,0.313
172,Pitbull,"Bon, Bon",2sFU5bR4Nsk0SWtZZIc36r,0.177,0.798,215880,0.895,0.0,5,0.358,-7.811,1,0.216,127.967,4,0.784
173,Waka Flocka Flame,O Let's Do It (feat. Cap),0wCC06ziWEkYOif44iFggw,0.0128,0.682,248533,0.513,0.0,1,0.212,-6.312,0,0.396,130.085,4,0.338
174,Macklemore & Ryan Lewis,Otherside (feat. Fences) [Ryan Lewis Remix],3JIqogHHQIQW1uJ5Yivb88,0.523,0.612,346164,0.568,0.0,4,0.217,-8.555,0,0.0743,116.247,4,0.23
175,Ivy Queen,Dime,4kPxQjl9d12EtbhYte5e3j,0.338,0.706,221360,0.842,0.0,7,0.357,-4.474,1,0.078,133.998,4,0.798
176,Drake,Light Up,0PWQqF5PvqRq0OPLSH0FKI,0.0936,0.472,274147,0.908,0.0,8,0.15,-5.991,1,0.45,172.924,4,0.198
177,Lil Jon,Shots,7cWNahjynBEP4wuXXhU0m6,0.00887,0.822,218000,0.863,1.29e-06,1,0.122,-2.441,1,0.0471,128.017,4,0.174
178,Waka Flocka Flame,For My Dawgs,5UIE8Pb27v9aK06EuaoHAf,0.189,0.751,201667,0.664,0.0,1,0.672,-6.111,1,0.317,155.796,4,0.686
179,B.o.B,Don't Let Me Fall,3myI1o0izYfh2z9JTQzCfJ,0.00631,0.543,275387,0.73,0.0,1,0.213,-6.086,0,0.0384,150.187,4,0.267
180,Canserbero,Pensando en Ti,2auNjgM4xIOANxtZT4Xe9z,0.597,0.434,244062,0.758,2.93e-06,9,0.248,-4.807,0,0.312,178.589,4,0.473
181,Kid Cudi,Wild’n Cuz I’m Young,0HEfiw4FFDxMTfCIf6k3J5,0.786,0.708,254000,0.55,0.126,11,0.113,-10.205,1,0.152,87.985,4,0.169
182,Los Titanes De Durango,El Prostipirugolfo,48rJQa3TdMfnPJxh1oPxsZ,0.289,0.757,186413,0.93,1.08e-06,5,0.123,-3.848,1,0.0764,127.47,4,0.893
183,Lil Wayne,Gonorrhea,2k79z9A1dbdQ8gQG8M1Zz5,0.0311,0.715,262440,0.745,0.0,9,0.0823,-5.71,1,0.25,148.042,4,0.687
184,Voz De Mando,Comandos Del M.P (500 Balazos),2vtB7ASUDlJkTB7sn1yugu,0.255,0.854,139493,0.857,0.0,10,0.12,-2.498,1,0.0509,116.996,3,0.964
185,Boosie Badazz,Betrayed (feat. Webbie),2u4FdUUBN0rf9MRRh6hVv5,0.00707,0.814,292120,0.809,0.0,6,0.0724,-6.311,1,0.0716,147.99,4,0.531
186,Erykah Badu,Love Of My Life (An Ode To Hip Hop) - Longer Album Version,0ieS2bue78yadTdPiyzsaO,0.134,0.618,337573,0.413,0.000338,5,0.0913,-9.311,0,0.398,87.412,4,0.462
187,Gorillaz,Glitter Freeze (feat. Mark E Smith),4EJFCpthcrP6oOUUXQZ22Z,5.57e-05,0.259,243253,0.73,0.767,0,0.166,-4.856,1,0.0536,90.392,3,0.156
188,Daddy Yankee,Descontrol,6QjEVK9HXDWHoqFzHWn7Mk,0.11,0.729,172907,0.876,0.000715,6,0.301,-3.818,0,0.0679,92.993,4,0.674
189,Kid Cudi,The Mood,4yCuBvbBvoJ9eVE7QB2Rkg,0.778,0.855,155693,0.825,0.0004,4,0.163,-5.964,0,0.0931,119.962,4,0.68
190,Spose,I'm Awesome,1qsoQzhJM3eHiF6EFjajZL,0.145,0.636,249160,0.774,0.0,0,0.633,-5.474,1,0.344,92.429,4,0.774
191,Mac Miller,All I Want Is You,0SlcWOKy0em6b8eQlRQNh3,0.113,0.589,223248,0.768,0.000102,1,0.129,-4.763,1,0.206,82.904,4,0.505
192,Calle 13,La Vuelta Al Mundo,1jlKdNbOA90rjnt88GJnwO,0.159,0.748,234133,0.538,1.62e-06,0,0.167,-9.943,1,0.222,124.974,4,0.779
193,Tony Dize,El Doctorado - Remix,4BMB6FzHBD7QS9qKZz4llG,0.175,0.738,268387,0.662,0.0,10,0.118,-7.842,1,0.0491,120.06,4,0.735
194,Gorillaz,Welcome to the World of the Plastic Beach (feat. Snoop Dogg and Hypnotic Brass Ensemble),46WOptLnXUtH3LOyYvmMO1,0.00653,0.645,215507,0.777,0.0039,2,0.119,-7.235,1,0.0418,88.455,4,0.331
195,Calle 13,Latinoamérica,1xuYajTJZh8zZrPRmUaagf,0.59,0.691,301427,0.805,0.0,2,0.0975,-6.81,0,0.0947,142.503,3,0.866
196,Flo Rida,"Turn Around (5,4,3,2,1)",6Uj8ru7TNLDIelbuQ8eBd6,0.00578,0.697,201387,0.835,0.0,6,0.314,-5.843,1,0.0912,128.018,4,0.832
197,Rick Ross,I'm Not A Star,1fRuRNJVZjDU1yKXvarKqW,0.0451,0.667,180107,0.848,5.99e-06,1,0.217,-4.406,1,0.362,155.974,4,0.196
198,Mac Miller,Poppy,5wlz2r9Fu9kL9Snt4lntul,0.515,0.806,172732,0.699,0.0,7,0.105,-5.791,1,0.291,94.622,4,0.461
199,TobyMac,City On Our Knees,5QZunYrvUrJs3Mzrjl7fKV,0.0809,0.507,266547,0.77,0.0,0,0.214,-5.018,1,0.0424,155.945,4,0.482
200,Kendrick Lamar,Growing Apart (To Get Closer),2AyFYSaJjz9XMc0kMr1R3a,0.368,0.586,220995,0.533,0.0,8,0.175,-9.943,0,0.366,106.835,5,0.59
201,Scarface,Mary Jane,52VpJGxfpghObsAtML7kaN,0.0184,0.609,189667,0.603,0.0,2,0.0698,-6.747,1,0.183,79.058,4,0.359
202,Kendrick Lamar,P&P 1.5,6TRVvpoVFwyYyIGTFh0Y7P,0.299,0.55,361942,0.692,6.57e-06,6,0.198,-7.438,0,0.369,146.453,4,0.593
203,Rick Ross,MC Hammer,1nnEDoSsNqbUMolxXmxopa,0.0055,0.688,298827,0.926,0.0,9,0.11,-3.628,1,0.219,143.003,4,0.542
204,Drake,Karaoke,5bDEA48Dxyxoc3K4Dt7yRE,0.00879,0.758,227960,0.654,0.0258,0,0.0797,-7.097,1,0.116,151.008,4,0.949
205,Flying Lotus,Do The Astral Plane,6psC59ooTxage8npmtg74G,0.0505,0.722,237920,0.828,0.0,8,0.114,-3.227,0,0.19,117.693,4,0.275
206,CeeLo Green,Bright Lights Bigger City,2zT5npcA5n2RhhnBiWg3zo,0.000282,0.632,218280,0.749,1.31e-05,4,0.73,-5.125,1,0.0294,108.994,4,0.702
207,Kendrick Lamar,Opposites Attract (Tomorrow W/O Her),1S6NpdvFXqHZfPUUEOIjtG,0.657,0.608,271909,0.814,5.86e-06,6,0.256,-5.908,1,0.435,192.157,4,0.587
208,The-Dream,F.I.L.A.,03MXO9B1815BBSebNVhLlG,0.247,0.623,251640,0.612,1.07e-06,0,0.776,-4.033,1,0.039,72.498,4,0.666
209,Farruko,Nena Fichu,4fP0RqHjhQAnA9PQMchA0S,0.216,0.69,208274,0.69,0.0,9,0.291,-5.805,0,0.0481,171.966,4,0.886
210,Lecrae,Background,4MHzHTde1kgsv7ggtDNIxf,0.42,0.759,279187,0.774,0.0,8,0.172,-6.174,1,0.0771,139.975,4,0.885
211,Kendrick Lamar,Average Joe,3r4S1J4YCkx2fuqH2eL9fz,0.243,0.74,256048,0.733,0.0,9,0.184,-3.343,0,0.248,91.603,4,0.218
212,Wiz Khalifa,The Kid Frankie,3Dytdl1wQFd39K7btbHa9u,0.12,0.796,194743,0.877,1.85e-05,9,0.102,-4.241,1,0.0658,104.961,4,0.629
213,Mac Miller,Paper Route,6ap9K1KJg2eIRhBTAl1mxL,0.0867,0.577,171984,0.852,0.0,1,0.34,-5.059,1,0.289,80.916,4,0.573
214,Angel Y Khriz,Me Enamoré,57WauWILXLXRzBXNaxf9FM,0.282,0.808,255560,0.871,0.0,1,0.0304,-3.566,1,0.0364,114.993,4,0.946
215,Los Buitres De Culiacan Sinaloa,El Tamarindo,3Xq7YleGkp9Gu6Fj8Gpurp,0.415,0.657,149360,0.679,0.0,10,0.338,-4.266,1,0.266,164.824,3,0.904
216,Wiz Khalifa,In the Cut,2KxeQSQp0CnS9IJGRh6YGJ,0.0327,0.559,254523,0.686,0.0,1,0.334,-6.678,1,0.214,150.037,4,0.0696
217,Mac Miller,Kickin' Incredibly Dope Shit (Intro),6JIdPSLneWa09A6cecBCtl,0.0445,0.477,203359,0.776,0.0,0,0.256,-6.759,1,0.439,149.956,4,0.758
218,Kendrick Lamar,Cut You Off (To Grow Closer),3LkG1iJmtgmCsKof2QMme6,0.077,0.685,364104,0.681,0.0,8,0.129,-7.176,1,0.481,82.982,4,0.614
219,Big Boi,Shutterbugg,6llAqB4o2GS2Sx0rKvDIK0,0.293,0.611,215240,0.902,0.0,2,0.125,-5.213,1,0.353,98.252,4,0.519
220,Waka Flocka Flame,No Hands (feat. Roscoe Dash and Wale),70Wb2xKOAOte8iNkBpezQs,0.00419,0.668,263467,0.651,0.0,1,0.314,-5.407,1,0.0345,131.507,4,0.342
221,Flying Lotus,Zodiac Shit,4GtN7yHlsvQanJfp2Qzw1A,0.0229,0.346,164640,0.753,0.0641,10,0.3,-4.606,0,0.273,79.275,4,0.184
222,Farruko,Hola Beba,1yBD8MNoNJGajzB5X83p9Z,0.099,0.747,216320,0.528,0.0,6,0.0845,-8.267,0,0.0527,86.964,4,0.603
223,Rick Ross,Free Mason,7DuVZVdHaFQIYg14VNykXi,0.0603,0.485,247213,0.857,0.0,1,0.187,-5.148,1,0.41,86.426,4,0.424
224,Gorillaz,"White Flag (feat. Bashy, Kano and the National Orchestra for Arabic Music)",3famfyGuWw5QFcVO5Xk1uW,0.0725,0.73,223467,0.639,0.000795,0,0.174,-6.987,1,0.142,102.333,4,0.563
225,Dorrough Music,Get Big,4iZdCChpb4nEH2jirUH90e,0.00243,0.764,225468,0.538,0.0,2,0.328,-8.917,1,0.337,174.169,4,0.209
226,J Alvarez,Regalame Una Noche,534weu3DIwV9UELLTGanOC,0.263,0.717,249827,0.636,0.0,6,0.328,-6.604,0,0.0356,89.978,4,0.675
227,DMX,Grand Finale,1VB1t9yQJFzSTGZLaQhAKZ,0.014,0.776,278013,0.819,0.0,10,0.338,-5.194,0,0.284,100.195,4,0.361
228,Gorillaz,Pirate Jet,0xSF7iHZQxaZYMAiBfobms,0.0056,0.664,152453,0.576,0.019,10,0.438,-7.009,0,0.0368,91.977,4,0.216
229,Farruko,Te Iré a Buscar,5MPSIqK8WmbQ9TkuJhmtyv,0.0964,0.735,183197,0.743,0.0,6,0.177,-5.865,1,0.0474,174.035,4,0.964
230,Ludacris,Sex Room,5fc3CYrNkLym4ifJgnJtmv,0.321,0.665,330440,0.69,0.0,11,0.107,-5.856,1,0.0622,116.018,4,0.677
231,Usher,Papers,77fP7UixHMYEIFT8NS92Ul,0.0339,0.802,261413,0.556,0.0,1,0.0958,-5.395,1,0.0418,120.047,4,0.158
232,Mac Miller,Get Em Up,0MBGoUKmwyLbHSzkzeSxtU,0.366,0.639,186238,0.925,0.0,9,0.157,-2.948,0,0.148,85.118,4,0.737
233,Gucci Mane,Beat It Up (feat. Trey Songz),3xkt8JggoSSXoZ8xjjNi3a,0.0395,0.782,269693,0.761,0.0,8,0.26,-6.298,1,0.165,129.385,4,0.746
234,Vinnie Paz,End of Days,6zucgMkRLsGgNIN8o0qX0W,0.177,0.591,227747,0.967,0.0,11,0.359,-3.068,1,0.216,92.605,4,0.858
235,Mac Miller,Ride Around,47xgySzZNoQl3tTHib2UNq,0.033,0.752,144400,0.898,0.0,4,0.31,-4.096,1,0.296,167.907,4,0.551
236,Los Buitres De Culiacan Sinaloa,Mentalidad Enferma,4jOEJz9VuxNkeDx0t57tCb,0.32,0.779,202213,0.799,0.0,0,0.133,-3.386,1,0.136,125.5,4,0.744
237,Die Antwoord,Enter The Ninja,7vLHDdIIO862CZeRSx62mp,0.0552,0.693,307813,0.801,0.0,8,0.111,-5.637,1,0.108,151.955,4,0.259
238,Nicki Minaj,Massive Attack,5h5sJvkKdIfC4yjALOmPn7,0.0305,0.603,197307,0.688,0.0,11,0.378,-8.794,0,0.521,169.592,4,0.685
239,Kendrick Lamar,Alien Girl (Today W/ Her),6ff9CLXYk39PKFYoYCYeog,0.502,0.626,239974,0.537,0.0835,2,0.111,-7.344,1,0.0367,95.948,4,0.259
240,Lil Wayne,I Am Not A Human Being,2QLWLAqMMJuiBRztcBFgvM,0.0179,0.413,244747,0.815,0.0,4,0.482,-4.109,1,0.376,72.709,3,0.649
241,Dyland & Lenny,Nadie Te Amará Como Yo (Remix),1eoAytqST4MVGz4xdTDqPj,0.272,0.69,228053,0.762,0.0,1,0.135,-4.465,1,0.0381,87.961,4,0.729
242,J Alvarez,Junto Al Amanecer,1HPzBInBPVJfSUDNLsTGGn,0.245,0.614,250547,0.702,4.63e-06,6,0.269,-6.081,0,0.0378,169.966,4,0.773
243,Fabolous,Throw It In The Bag - Remix,1pEDdOIbtqaFb72B3pOrsY,0.307,0.519,247667,0.852,0.0,1,0.13,-6.696,0,0.25,113.619,5,0.551
244,Atmosphere,The Loser Wins,3J2DrtUr512ClptTEBFkDu,0.0507,0.695,216187,0.577,0.000114,2,0.257,-5.567,1,0.133,94.961,4,0.473
245,Erykah Badu,Fall In Love (Your Funeral),58yWJFglBzvZ7Zao70lGtJ,0.492,0.815,366693,0.441,4.38e-06,8,0.112,-7.805,0,0.11,91.861,4,0.772
246,Mac Miller,Face In The Crowd,6Gt7FmKxjhcsoJphWnqmb9,0.23,0.394,208793,0.918,0.0,2,0.254,-5.941,0,0.499,94.295,4,0.178
247,Farruko,Web Cam,5FvBm21bpgoTjq6GQi4mu9,0.223,0.748,206263,0.757,0.0,7,0.389,-6.015,1,0.0471,80.995,4,0.531
248,Wiz Khalifa,Never Been - Remix,1NMjPjVjJa4pwxeOuLsaiR,0.00541,0.42,207478,0.669,0.0,2,0.128,-6.052,1,0.229,72.597,4,0.1
249,Jowell & Randy,Sólo Por Ti,58ujE3lNtea4uCKJ05gUvg,0.147,0.69,235467,0.553,0.0,5,0.107,-6.065,0,0.061,86.102,4,0.766
250,Voz De Mando,Gente De Arranque,1MUmseE7ctXeUgu6D0q5Jn,0.072,0.898,183280,0.795,0.00096,5,0.0658,-3.167,1,0.0361,133.961,3,0.974
251,Kendrick Lamar,H.O.C,0bP9mtOuBLMQ7L0DP2wPwj,0.105,0.613,316976,0.591,0.0,2,0.191,-8.58,1,0.391,77.124,4,0.371
252,J. Stalin,Self Made Millionaire,67uXCHiEdTbR5wFzFQ6WiV,0.0106,0.669,281040,0.687,1.31e-06,1,0.13,-9.762,1,0.201,87.988,4,0.424
253,Kendrick Lamar,Michael Jordan,1oH44ACGSLbJGcbw2JLQOt,0.0759,0.713,350699,0.803,0.0,9,0.129,-5.311,1,0.287,153.987,4,0.522
254,Kendrick Lamar,Barbed Wire,7M2cKcvCnflzp9WcxGjlbm,0.0152,0.613,265679,0.843,0.0,7,0.0917,-8.343,1,0.186,102.968,4,0.325
255,Gorilla Zoe,Get Off Me,09fykzSEu09Nkoyvcdszc4,0.392,0.747,213453,0.869,0.0,1,0.0637,-3.95,1,0.223,152.034,4,0.9
256,Wiz Khalifa,Up,43eyDm3lBeaw9GPPtwp74Q,0.687,0.457,258456,0.449,6.61e-05,6,0.156,-11.081,0,0.253,94.281,5,0.289
257,Gorillaz,Revolving Doors,4IekHBYUwUNLILgA9R22OD,0.601,0.872,206093,0.627,0.00849,9,0.0769,-8.495,0,0.0378,100.012,4,0.814
258,Gorillaz,Sweepstakes (feat. Mos Def and Hypnotic Brass Ensemble),5SM5amC17V4itA5jxIICjS,0.114,0.724,320467,0.803,0.0,5,0.214,-4.017,0,0.178,138.17,3,0.565
259,The Roots,Right On,0QZkqy0yPdZ4KR8mroQ8CN,0.0136,0.817,216027,0.769,0.0437,10,0.456,-3.119,0,0.151,93.969,4,0.758
260,Wiz Khalifa,Glass House,7jqQyfQNhuULpYvMyfr8VY,0.103,0.742,196671,0.908,0.0,4,0.223,-4.541,0,0.148,82.019,4,0.876
261,Lecrae,Boasting,5Oie7sHysCQ8wBMq0NjiMV,0.216,0.399,226200,0.74,0.0,0,0.368,-4.017,1,0.285,77.531,4,0.375
262,Erykah Badu,"Gone Baby, Don't Be Long",0QQDaKW7eRRoqvbLCylzrn,0.158,0.689,279720,0.763,0.00437,6,0.0856,-3.837,0,0.222,172.513,4,0.725
263,Ice Cube,I Rep The West,5hPzTy7ydZPMZ9kNUAFudJ,0.00657,0.716,271813,0.885,0.0,4,0.0928,-3.944,0,0.303,93.029,4,0.568
264,Drake,Cece's Interlude,2G7QCDuRM7rTj0pX21e0xk,0.0549,0.473,154120,0.603,6.25e-06,9,0.115,-6.875,0,0.0319,94.984,4,0.234
265,Webbie,Lovin' U Is Wrong,3pLug72Uot4h9reQBJKL3S,0.0388,0.666,246587,0.798,0.0,1,0.256,-4.603,1,0.158,148.005,4,0.602
266,Trey Songz,Unusual (feat. Drake),51q0vXgCI2CW9x4K8SdfXS,0.182,0.591,212347,0.658,0.0,0,0.615,-5.881,0,0.195,81.933,4,0.623
267,Voz De Mando,Mente En Blanco,36jd1zpcTaY4izWrWLATCR,0.181,0.86,230293,0.632,0.0,1,0.0822,-5.321,1,0.0441,112.537,3,0.953
268,Voz De Mando,Vida Recia,3misGJZzl8wUwuULEonG4h,0.121,0.88,226973,0.761,0.00066,3,0.0725,-4.89,1,0.0347,107.508,4,0.963
269,Yelawolf,Love Is Not Enough,35QiKNUU8MC6Fbm4W2YOsN,0.174,0.836,224133,0.547,4.76e-05,6,0.125,-8.245,0,0.205,139.732,4,0.422
270,Zion & Lennox,Hoy Lo Siento,5Si8EpA98N4I4AjOxc6xkQ,0.0746,0.771,226640,0.784,0.0,0,0.0555,-6.259,1,0.0928,91.958,4,0.554
271,B.o.B,Lovelier Than You,5B0WISmCAb2WFrpFsVdK5E,0.0834,0.552,243440,0.535,0.0,0,0.143,-4.713,1,0.0376,77.007,4,0.348
272,Wisin & Yandel,La Reunión De Los Vaqueros,6LgGKcMoXvDtKgAp2znkKQ,0.198,0.845,332707,0.845,1.39e-06,10,0.126,-5.674,0,0.136,95.975,4,0.662
273,Daddy Yankee,Mírame,2uD8iz9c0XXDFwYgLJez1A,0.19,0.794,235640,0.749,0.0,10,0.11,-7.926,0,0.101,96.032,4,0.728
274,Los Inquietos Del Norte,El Michoacano Y El Jaliciense,1wl8LNcNSwCeZaRpljvZFe,0.375,0.732,153187,0.692,0.0,7,0.0984,-6.123,1,0.078,123.248,3,0.879
275,JAY-Z,99 Problems,6yKZMP0N14EGzzvzVAT09I,0.00782,0.482,235467,0.955,0.0,6,0.0599,-0.905,0,0.382,89.422,4,0.509
276,Gucci Mane,"Coca Coca (feat. Rocko, OJ Da Juiceman, Waka Flocka Flame, Shawty Lo, Yo Gotti, & Nicki Minaj)",5vHjgb2CyCGBflVvttMvp6,0.00416,0.81,528080,0.56,0.0,1,0.143,-8.518,1,0.162,132.894,4,0.225
277,TobyMac,Get Back Up,0x962K1qfbp51oYBj8iIHn,0.00207,0.572,194627,0.902,0.0,5,0.0968,-4.959,0,0.0399,91.985,4,0.712
278,Waka Flocka Flame,Bricksquad (feat. Gudda Gudda),0zHTrELBtYCagE8KKIIaZk,0.0169,0.676,237347,0.681,0.0,5,0.241,-6.854,0,0.188,140.072,4,0.713
279,Don Omar,Good Looking,0A7uLa2SqVK5s5Y2V3kCyW,0.00879,0.629,258613,0.88,0.0,1,0.814,-6.695,1,0.156,93.013,4,0.757
280,Akwid,Por Tus Pujidos Nos Hallaron,6WunLSy2T9dGLdW30ibt8s,0.0673,0.604,221747,0.76,0.0,5,0.0697,-4.173,1,0.392,204.957,4,0.919
281,Chino & Nacho,Tu Angelito,77VXEopCatM9pqJl0beeCj,0.382,0.834,237680,0.868,0.0,8,0.203,-6.498,0,0.0415,118.025,4,0.912
282,Slim Thug,Caddy Music,7mCx9zgZCVYDAdLkXh0MDG,0.254,0.653,325613,0.59,2.37e-06,0,0.0997,-3.856,1,0.337,178.647,4,0.396
283,JAY-Z,Public Service Announcement (Interlude),3sFLrOAYhSXE6UPoovRS9a,0.298,0.422,166000,0.973,4.65e-05,1,0.21,-0.506,1,0.541,178.213,4,0.567
284,Usher,Hot Tottie (feat. Jay-Z),1Vot6YSxInL52SGTN0XN9n,0.00155,0.654,299333,0.866,5.38e-06,6,0.0928,-4.332,0,0.286,87.525,4,0.669
285,Wiz Khalifa,Visions,0uLrrYiliI4ZXLYPR2KNz9,0.00561,0.462,185383,0.83,6.84e-05,7,0.342,-6.261,1,0.424,81.646,4,0.394
286,J-King y Maximan,"Cuándo, Cuándo Es?",4tjCNQ7aCL2Ou2rJlmrTpj,0.0187,0.826,237160,0.745,0.0237,11,0.163,-3.615,1,0.0415,121.002,4,0.605
287,Joey Montana,La Melodía,2sH1DIngiSA8EQfkcQXpBq,0.226,0.701,219103,0.836,2.76e-06,9,0.293,-5.35,1,0.0284,116.998,4,0.76
288,Hopsin,Kill Her,0KstahwTIgIo3foojN23tw,0.113,0.838,220846,0.829,0.0,5,0.198,-3.894,1,0.249,137.098,4,0.58
289,B.o.B,Ghost in the Machine,16reakUNjt48eY9D9VfqyA,0.00121,0.468,293040,0.559,0.0,0,0.0866,-6.138,0,0.027,79.962,4,0.113
290,Jamie Foxx,Winner,53RmnO2xlpRzDu5OIOdVMZ,0.00914,0.788,244347,0.613,0.0,1,0.137,-8.539,0,0.25,89.985,4,0.648
291,Canserbero,Y la Felicidad Qué,24HYU0MQmeUQ6YLjl1o2NV,0.434,0.72,296072,0.827,0.0,11,0.263,-5.118,1,0.384,91.488,4,0.75
292,Yelawolf,Get The Fuck Up!,4xgwl3jSjfXaOCkatlGQmo,0.0972,0.546,183667,0.586,0.0999,1,0.377,-5.73,1,0.22,180.975,4,0.281
293,Keri Hilson,One Night Stand,0Z46Gf25NSsTdp87OOjWQN,0.0975,0.671,232880,0.755,0.0,3,0.164,-6.421,0,0.0749,129.004,4,0.73
294,Waka Flocka Flame,"Karma (feat. YG Hootie, Popa Smurf & Slim Dunkin)",69yBUy50NgpaYZYoiwDDhL,0.104,0.682,232187,0.672,0.0,2,0.0984,-4.646,1,0.0753,138.154,4,0.454
295,Daddy Yankee,El Ritmo No Perdona - Bonus Track,0RIKUQ7y8q3XDrErHivJdu,0.0625,0.769,184627,0.923,0.0,5,0.12,-5.62,0,0.0968,91.951,4,0.853
296,Soulja Boy,Blowing Me Kisses,3CYwWDoKCBzdXngixnvwu1,0.165,0.702,199507,0.863,0.0,1,0.0638,-3.18,0,0.0891,154.007,4,0.836
297,Boosie Badazz,Devils,6jKGV2PQzoJxjXh7Ye5TH7,0.0564,0.781,196533,0.747,0.0,11,0.355,-4.754,1,0.0862,82.005,4,0.44
298,Rick Ross,Super High,1GxvjSEB6lQOLz2KITn32r,0.00981,0.581,226493,0.713,0.0,4,0.216,-6.637,0,0.195,166.089,4,0.561
299,JAY-Z,Big Pimpin',3dzjjQChozuS8wOOen1ypj,0.217,0.811,284400,0.961,0.00574,11,0.0445,-0.067,0,0.142,138.058,4,0.962
